study_ID,Study,island_code,island_name,number_of_islands,n_island_cat,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,island_type,DEM_elevation_max,DEM_elevation_min,island_lat,island_lon,island_type2,fixed_proportional,dataset_coord_lat,dataset_coord_long,sampling_effort,sampling_effort_unit,sampling_method,sampling_method_dimensions,sampling_notes,sampling_time_frame,no_hours_sampled
Choi_2011,Choi_2011_data,S3,Dangsado,17,16 to 30,146,Choi_2011,171.1,Choi_2011,maximum elevation,Invertebrates,True Island,169,1,34.102662,126.593885,volcanic,fixed,34.37856435,126.1664129,3,trap,light trap,NA,NA,May to July 2009,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_1,Rainforest_island_1,14,10 to 15,1.29,Dasilva_2019,1239,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.21719444,-43.50797222,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_10,Rainforest_island_10,14,10 to 15,8.24,Dasilva_2019,1324,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.25955556,-43.54230556,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_11,Rainforest_island_11,14,10 to 15,1.61,Dasilva_2019,1273,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.24794444,-43.55088889,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_12,Rainforest_island_12,14,10 to 15,1.21,Dasilva_2019,1267,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.24622222,-43.55230556,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_13,Rainforest_island_13,14,10 to 15,2.5,Dasilva_2019,1290,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.24394444,-43.55397222,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_14,Rainforest_island_14,14,10 to 15,8.49,Dasilva_2019,1235,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.1995,-43.50877778,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_2,Rainforest_island_2,14,10 to 15,4.31,Dasilva_2019,1262,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.21533333,-43.51080556,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_3,Rainforest_island_3,14,10 to 15,1.63,Dasilva_2019,1234,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.21322222,-43.51283333,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_4,Rainforest_island_4,14,10 to 15,16.96,Dasilva_2019,1269,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.22627778,-43.51555556,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_5,Rainforest_island_5,14,10 to 15,2.97,Dasilva_2019,1309,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.23916667,-43.54058333,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_6,Rainforest_island_6,14,10 to 15,11.34,Dasilva_2019,1317,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.253,-43.55205556,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_7,Rainforest_island_7,14,10 to 15,5.87,Dasilva_2019,1331,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.24469444,-43.55572222,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_8,Rainforest_island_8,14,10 to 15,5.76,Dasilva_2019,1271,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.23869444,-43.51269444,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Dasilva_2019,Dasilva_2019_data,Forest_island_9,Rainforest_island_9,14,10 to 15,35.82,Dasilva_2019,1230,Dasilva_2019,sampling site,Invertebrates,Forest Island,1731,411,-19.255,-43.51694444,forest island,fixed,-19.23569643,-43.53095833,4,trap,pitfall trap,Pitfall traps of 9cm deep and 15cm in diameter,Pitfall traps were placed at each corner of a 20 x 50 m plot,NA,NA
Davidar_2001,Davidar_2001_data,Alexandria,Alexandria,38,Above 30,360,Davidar_2001,80,Davidar_personnal_communication,maximum elevation,Birds,True Island,100,1,11.577,92.61,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Aves,Aves,38,Above 30,25,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True Island,36,1,12.917,92.935,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Baratang,Baratang,38,Above 30,23000,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Birds,True Island,187,1,12.229,92.809,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Chester,Chester,38,Above 30,9,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True Island,19,1,11.583,92.578,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Curlew,Curlew,38,Above 30,7,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True Island,15,1,12.941,92.902,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Delgarno,Delgarno,38,Above 30,50,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True Island,36,1,13.415,93.09,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,East,East,38,Above 30,300,Davidar_2001,60,Davidar_personnal_communication,maximum elevation,Birds,True Island,61,1,13.636,93.049,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Egg,Egg,38,Above 30,6,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True Island,23,1,12.937,92.891,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Excelsior,Excelsior,38,Above 30,40,Davidar_2001,20,Davidar_personnal_communication,maximum elevation,Birds,True Island,26,1,13.433,93.1,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Grub,Grub,38,Above 30,3,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True Island,100,1,11.589,92.594,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Guitar,Guitar,38,Above 30,100,Davidar_2001,80,Davidar_personnal_communication,maximum elevation,Birds,True Island,85,1,12.349,92.914,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Havelock,Havelock,38,Above 30,11393,Surendran_Vasudevan_2015,160,Davidar_personnal_communication,maximum elevation,Birds,True Island,202,1,11.976,92.993,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Inglis,Inglis,38,Above 30,140,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Birds,True Island,35,1,12.139,93.116,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,John Lawrence,John Lawrence,38,Above 30,3500,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Birds,True Island,139,1,12.088,93.025,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
Davidar_2001,Davidar_2001_data,Jolly Buoy,Jolly Boys,38,Above 30,12,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Birds,True Island,139,1,12.088,93.025,volcanic,not_standardized,12.43960526,92.84847368,"one to several 1km long transects per island, each transect being surveyed as many times as necessary to reach a plateau on the accumulation curve",transect,transect,1km transect,"Bird lists for each island were compiled on 1 km long transects laid through each forest type on a larger island or across all forest types on a smaller island. These transects were walked in the mornings starting at dawn. The number of transects was related to the size of the habitat. Each transect was walked several times until the
species accumulation curve reached an asymptote.","February to May 1992, 1993 and February of 1994",NA
