study_ID,Study,island_code,number_of_islands,n_island_cat,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,Type_of_island,island_type,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,sampling_effort,sampling_effort_unit
Pierce_2003,Pierce_2003_data,Tekokota,10,10 to 15,Tekokota,50.00,,,,,Birds,Atoll,Atoll,,"-17.3132482511018, -142.57220565679","-17.3132482511018, -142.57220565679",-17.31324825,-142.5722057,50,area sampled
Puspitasari_2016,Puspitasari_2016_data,Bokor ,10,10 to 15,3,26.43,Puspitasari_2016,,,,Beetles,True island,True island,,05°56.74' S 106°37.92' E,05°56.74' S 106°37.92' E,-5.945666667,106.632,10,trap grids
Puspitasari_2016,Puspitasari_2016_data,Damar Besar ,10,10 to 15,4,16.34,Puspitasari_2016,,,,Beetles,True island,True island,,05°57.45' S 106°50.58' E,05°57.45' S 106°50.58' E,-5.9575,106.843,5,trap grids
Puspitasari_2016,Puspitasari_2016_data,Kotok Besar ,10,10 to 15,7,22.65,Puspitasari_2016,,,,Beetles,True island,True island,,05°41.98' s 106°32.25' E,05°41.98' s 106°32.25' E,-5.699666667,106.5375,10,trap grids
Puspitasari_2016,Puspitasari_2016_data,Lancang Besar ,10,10 to 15,5,29.51,Puspitasari_2016,,,,Beetles,True island,True island,,05°55.87' S 106°35.23' E,05°55.87' S 106°35.23' E,-5.931166667,106.5871667,7,trap grids
Puspitasari_2016,Puspitasari_2016_data,Opak Besar ,10,10 to 15,8,9.74,Puspitasari_2016,,,,Beetles,True island,True island,,05°40.23' S 106°34.92' E,05°40.23' S 106°34.92' E,-5.6705,106.582,7,trap grids
Puspitasari_2016,Puspitasari_2016_data,Pemagaran ,10,10 to 15,9,15.56,Puspitasari_2016,,,,Beetles,True island,True island,,05°38.09' S 106°34.74' E,05°38.09' S 106°34.74' E,-5.634833333,106.579,7,trap grids
Puspitasari_2016,Puspitasari_2016_data,Pramuka,10,10 to 15,6,19.92,Puspitasari_2016,,,,Beetles,True island,True island,,05°44.72' S 106°36.90' E,05°44.72' S 106°36.90' E,-5.745333333,106.615,12,trap grids
Puspitasari_2016,Puspitasari_2016_data,Putri Barat ,10,10 to 15,10,9.63,Puspitasari_2016,,,,Beetles,True island,True island,,05°35.55' S 106°33.40' E,05°35.55' S 106°33.40' E,-5.5925,106.5566667,7,trap grids
Puspitasari_2016,Puspitasari_2016_data,Rambut ,10,10 to 15,2,45.80,Puspitasari_2016,,,,Beetles,True island,True island,,05°58.68' S 106°41.57' E,05°58.68' S 106°41.57' E,-5.978,106.6928333,7,trap grids
Puspitasari_2016,Puspitasari_2016_data,Untung Jawa ,10,10 to 15,1,39.12,Puspitasari_2016,,,,Beetles,True island,True island,,05°58.61' S 106°42.18' E,05°58.61' S 106°42.18' E,-5.976833333,106.703,12,trap grids
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Great Nicobar,16,15 to 30,"Galathea Bay, Gandhi Nagar, Laxmi Nagar, Magar Nallah, Shastri Nagar, Shompen Hut",92100,Wikipedia,,,,Herpetofauna,True island,True island,,"6°49'237""N, 93°51'881""E",,6.8825,94.09472222,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Havelock,16,15 to 30,"Havelock, Govind Nagar",11393.00,Surendran_Vasudevan_2015,,,,Herpetofauna,True island,True island,,"6°59'945""N, 93°54'112""E",,7.245833333,93.93111111,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Inglis,16,15 to 30,Inglis,140.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"12.139N, 93.116E",,12.139,93.116,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,John Lawrence,16,15 to 30,John Lawrence,3500.00,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"12.088N, 93.025E",,12.088,93.025,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Kondul island,16,15 to 30,Kondul Island,155.00,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,130,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"7.214N, 93.715E",,7.214,93.715,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Landfall Island,16,15 to 30,Landfall,1300,Davidar_2001,40,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"13.66N, 93.003E",,13.66,93.003,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Little Andaman,16,15 to 30,Little Andaman,73439.00,Surendran_Vasudevan_2015,175,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"10.695N, 92.489E",,10.695,92.489,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Middle Andaman Island,16,15 to 30,"Karmatang, Mayabunder, Ranghat, Tugapur",152300,Wikipedia,,,,Herpetofauna,True island,True island,,"12°51'242""N, 92'56""42""E",,12.91722222,92.945,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Neil,16,15 to 30,Neil,1890.00,Surendran_Vasudevan_2015,35,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"12.277N, 93.026E",,12.277,93.026,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,North Andaman,16,15 to 30,"Danapur, Diglipur, Kalighat, Kalpong, Kishore nagar, Mohanpur, Radha nagar, Shibpur",137599.00,Surendran_Vasudevan_2015,,,,Herpetofauna,True island,True island,,"12°54'620""N, 92°54'291""E",,13.07222222,92.98083333,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Outram,16,15 to 30,Outram,1390,wikipedia,70,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"13.089N, 92.703E",,13.089,92.703,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Peacock Island,16,15 to 30,Peacock,25,Davidar_2001,48,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"13.563N, 93.054E",,13.563,93.054,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Ross Island,16,15 to 30,Ross (NA),28.00,Davidar_2001,45,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"13.507N, 92.871E",,13.507,92.871,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Rutland island,16,15 to 30,Rutland,13717.00,Surendran_Vasudevan_2015,433,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"11.421N, 92.642E",,11.421,92.642,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,Smith Island,16,15 to 30,Smith Island,2045.00,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,131,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"11.421N, 92.642E",,11.421,92.642,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,South Andaman,16,15 to 30,"Afra Bay, Mount Harriert, Port Blair, Rajiv Nagar ",135082.00,Surendran_Vasudevan_2015,,,,Herpetofauna,True island,True island,,"7°11'111""N, 93°44'305""E",,7.214166667,93.81805556,NA,random search
Rangasamy_frogs_2014,Rangasamy_frogs_2014_data,South button,16,15 to 30,South button,500,Wikipedia,,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"11.816N, 92.635E",,11.816,92.635,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Great Nicobar,16,15 to 30,"Galathea Bay, Gandhi Nagar, Laxmi Nagar, Magar Nallah, Shastri Nagar, Shompen Hut",92100,Wikipedia,,,,Herpetofauna,True island,True island,,"6°49'237""N, 93°51'881""E",,6.8825,94.09472222,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Havelock,16,15 to 30,"Havelock, Govind Nagar",11393.00,Surendran_Vasudevan_2015,,,,Herpetofauna,True island,True island,,"6°59'945""N, 93°54'112""E",,7.245833333,93.93111111,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Inglis,16,15 to 30,Inglis,140.00,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"12.139N, 93.116E",,12.139,93.116,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,John Lawrence,16,15 to 30,John Lawrence,3500.00,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"12.088N, 93.025E",,12.088,93.025,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Kondul island,16,15 to 30,Kondul Island,155.00,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,130,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"7.214N, 93.715E",,7.214,93.715,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Landfall Island,16,15 to 30,Landfall,1300,Davidar_2001,40,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"13.66N, 93.003E",,13.66,93.003,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Little Andaman,16,15 to 30,Little Andaman,73439.00,Surendran_Vasudevan_2015,175,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"10.695N, 92.489E",,10.695,92.489,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Middle Andaman Island,16,15 to 30,"Karmatang, Mayabunder, Ranghat, Tugapur",152300,Wikipedia,,,,Herpetofauna,True island,True island,,"12°51'242""N, 92'56""42""E",,12.91722222,92.945,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Neil,16,15 to 30,Neil,1890.00,Surendran_Vasudevan_2015,35,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"12.277N, 93.026E",,12.277,93.026,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,North Andaman,16,15 to 30,"Danapur, Diglipur, Kalighat, Kalpong, Kishore nagar, Mohanpur, Radha nagar, Shibpur",137599.00,Surendran_Vasudevan_2015,,,,Herpetofauna,True island,True island,,"12°54'620""N, 92°54'291""E",,13.07222222,92.98083333,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Outram,16,15 to 30,Outram,1390,wikipedia,70,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"13.089N, 92.703E",,13.089,92.703,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Peacock Island,16,15 to 30,Peacock,25,Davidar_2001,48,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"13.563N, 93.054E",,13.563,93.054,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Ross Island,16,15 to 30,Ross (NA),28.00,Davidar_2001,45,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"13.507N, 92.871E",,13.507,92.871,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Rutland island,16,15 to 30,Rutland,13717.00,Surendran_Vasudevan_2015,433,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"11.421N, 92.642E",,11.421,92.642,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,Smith Island,16,15 to 30,Smith Island,2045.00,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,131,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"11.421N, 92.642E",,11.421,92.642,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,South Andaman,16,15 to 30,"Afra Bay, Mount Harriert, Port Blair, Rajiv Nagar ",135082.00,Surendran_Vasudevan_2015,,,,Herpetofauna,True island,True island,,"7°11'111""N, 93°44'305""E",,7.214166667,93.81805556,NA,random search
Rangasamy_lizards_2014,Rangasamy_lizards_2014_data,South button,16,15 to 30,South button,500,Wikipedia,,Davidar_personnal_communication,maximum elevation,Herpetofauna,True island,True island,,"11.816N, 92.635E",,11.816,92.635,NA,random search
Rocamora_2003,Rocamora_2003_data,Goelettes,21,15 to 30,,2.79,,0,,,Birds,Atoll,Atoll,,"09°41'58""S 47°38'40""E",09°41′58″S 47°38′40″E,-9.699444444,47.64444444,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Grand Ile,21,15 to 30,,160.00,,17,,,Birds,Atoll,Atoll,,"09°45'00""S 47°39'00""E",09°45′00″S 47°39′00″E,-9.75,47.65,3,days
Rocamora_2003,Rocamora_2003_data,Grand Polyte,21,15 to 30,,27.70,,1.64,,,Birds,Atoll,Atoll,,"09°43'14""S 47°39'26""E",09°43′14″S 47°39′26″E,-9.720555556,47.65722222,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile aux Chauve-Souris,21,15 to 30,,0.12,,0,,,Birds,Atoll,Atoll,,"09°42'55""S 47°31'15""E",09°42′55″S 47°31′15″E,-9.715277778,47.52083333,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile aux Macaques,21,15 to 30,,0.55,,0,,,Birds,Atoll,Atoll,,"09°42'17""S 47°31'51""E",09°42′17″S 47°31′51″E,-9.704722222,47.53083333,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile aux Moustiques,21,15 to 30,,1.90,,0,,,Birds,Atoll,Atoll,,"09°43'57""S 47°30'35""E",09°43′57″S 47°30′35″E,-9.7325,47.50972222,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile aux Rats,21,15 to 30,,0.11,,0,,,Birds,Atoll,Atoll,,"09°42'19""S 47°31'41""E",09°42′19″S 47°31′41″E,-9.705277778,47.52805556,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile Baleine,21,15 to 30,,1.05,,0,,,Birds,Atoll,Atoll,,"09°43'28""S 47°30'40""E",09°43′28″S 47°30′40″E,-9.724444444,47.51111111,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile du Nord,21,15 to 30,,12.10,,8,,,Birds,Atoll,Atoll,,"09°39'39""S 47°34'20""E",09°39′39″S 47°34′20″E,-9.660833333,47.57222222,3,hours
Rocamora_2003,Rocamora_2003_data,Ile du Nord-Est,21,15 to 30,,6.30,,0,,,Birds,Atoll,Atoll,,"09°39'48""S 47°35'10""E",09°39′48″S 47°35′10″E,-9.663333333,47.58611111,3,hours
Rocamora_2003,Rocamora_2003_data,Ile du Sud-Ouest,21,15 to 30,,42.30,,6,,,Birds,Atoll,Atoll,,"09°46'13""S 47°34'58""E",09°46′13″S 47°34′58″E,-9.770277778,47.58277778,3,days
Rocamora_2003,Rocamora_2003_data,Ile du Trou,21,15 to 30,,0.32,,0,,,Birds,Atoll,Atoll,,"09°41'19""S 47°37'45""E",09°41′19″S 47°37′45″E,-9.688611111,47.62916667,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile Lacroix,21,15 to 30,,0.22,,0,,,Birds,Atoll,Atoll,,"09°42'17""S 47°31'42""E",09°42′17″S 47°31′42″E,-9.704722222,47.52833333,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile L'Anse,21,15 to 30,,55.00,,0,,,Birds,Atoll,Atoll,,"9.702789, 47.537232","9.702789, 47.537232",9.702789,47.537232,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile Obsesrvation,21,15 to 30,,0.46,,0,,,Birds,Atoll,Atoll,,"09°42'14""S 47°32'09""E",09°42′14″S 47°32′09″E,-9.703888889,47.53583333,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Ile Sud-Est,21,15 to 30,,42.30,,6,,,Birds,Atoll,Atoll,,"09°46'13""S 47°34'58""E",09°46′13″S 47°34′58″E,-9.770277778,47.58277778,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Menai,21,15 to 30,,246.80,,12.2,,,Birds,Atoll,Atoll,,09°43'S 47°31'E,09°43′S 47°31′E,-9.716666667,47.51666667,3,hours
Rocamora_2003,Rocamora_2003_data,Pagode,21,15 to 30,,5.00,,6.1,,,Birds,Atoll,Atoll,,"09°45'48""S 47°36'24""E",09°45′48″S 47°36′24″E,-9.763333333,47.60666667,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Petit Astove,21,15 to 30,,0.22,,0,,,Birds,Atoll,Atoll,,"09°41'47""S 47°33'00""E",09°41′47″S 47°33′00″E,-9.696388889,47.55,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Petit Polyte,21,15 to 30,,1.68,,0,,,Birds,Atoll,Atoll,,"09°43'46""S 47°39'24""E",09°43′46″S 47°39′24″E,-9.729444444,47.65666667,NA,proportional to its area
Rocamora_2003,Rocamora_2003_data,Un-named Island,21,15 to 30,,0.22,,0,,,Birds,Atoll,Atoll,,"09°40'00""S 47°33'54""E",09°40′00″S 47°33′54″E,-9.666666667,47.565,NA,proportional to its area
Schilthuizen_2013,Schilthuizen_2013_data,Banggi,14,10 to 15,Banggi,44600.00,Schilthuizen_2013,529,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"7°15’19.2""N, 117°10’14.5""E","7°15’19.2""N, 117°10’14.5""E",7.255333333,117.1706944,NA,unstandardized
Schilthuizen_2013,Schilthuizen_2013_data,BD,14,10 to 15,Bohey Dulang,313.00,Schilthuizen_2013,347,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"4°35’49.9""N, 118°47’11.5""E","4°35’49.9""N, 118°47’11.5""E",4.597194444,118.7865278,9,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,BGY,14,10 to 15,Bodgaya,795.00,Schilthuizen_2013,455,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"4°36’47.2""N, 118°44’08.4""E","4°36’47.2""N, 118°44’08.4""E",4.613111111,118.7356667,21,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,BP,14,10 to 15,Balambangan,11000.00,Schilthuizen_2013,134,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"7°13’00.0""N, 116°52’45.0""E","7°13’00.0""N, 116°52’45.0""E",7.216666667,116.8791667,NA,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,GP,14,10 to 15,Borneo Gomantong,7400000.00,Schilthuizen_2013,4100,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"5°31’30.0""N, 118°04’15.0""E","5°31’30.0""N, 118°04’15.0""E",5.525,118.0708333,NA,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,LP,14,10 to 15,Lungisan,4.00,Schilthuizen_2013,39,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"6°42’50.0""N, 116°20’09.6""E","6°42’50.0""N, 116°20’09.6""E",6.713888889,116.336,NA,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,MBP,14,10 to 15,Mantanani Besar,1760.00,Schilthuizen_2013,59,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"6°43’02.5""N, 116°20’27.8""E","6°43’02.5""N, 116°20’27.8""E",6.717361111,116.3410556,NA,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,MG,14,10 to 15,Maiga,20.00,Schilthuizen_2013,10,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"4°36’08.6""N, 118°41’14.4""E","4°36’08.6""N, 118°41’14.4""E",4.602388889,118.6873333,2,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,MKP,14,10 to 15,Mantanani Kecil,300.00,Schilthuizen_2013,27,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"6°43’02.5""N, 116°20’27.8""E","6°43’02.5""N, 116°20’27.8""E",6.717361111,116.3410556,NA,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,MTB,14,10 to 15,Mantabuan,10.00,Schilthuizen_2013,10,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"4°38’01.4""N, 118°47’33.7""E","4°38’01.4""N, 118°47’33.7""E",4.633722222,118.7926944,2,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,SBKT,14,10 to 15,Sebangkat,51.00,Schilthuizen_2013,30,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"4°33’27.5""N, 118°39’46.5""E","4°33’27.5""N, 118°39’46.5""E",4.557638889,118.6629167,3,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,SIB,14,10 to 15,Sibuan,15.00,Schilthuizen_2013,15,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"4°39’01.9""N, 118°39’28.8""E","4°39’01.9""N, 118°39’28.8""E",4.650527778,118.658,2,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,SLK,14,10 to 15,Selakan,32.00,Schilthuizen_2013,45,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"4°34’26.4""N, 118°41’46.4""E","4°34’26.4""N, 118°41’46.4""E",4.574,118.6962222,1,total number of quadrats
Schilthuizen_2013,Schilthuizen_2013_data,TTG,14,10 to 15,Tetagan,30.00,Schilthuizen_2013,80,Schilthuizen_2013,maximum elevation,Invertebrates,True island,True island,,"4°35’52.2""N, 118°43’14.2""E","4°35’52.2""N, 118°43’14.2""E",4.597833333,118.7206111,3,total number of quadrats
Schrader_2019,Schrader_2019_data,GB1,40,Above 38,,0.48,Schrader_2019,,,,Plants,True island,True island,,"0°31'14.524""S, 130°34'52.115""E","0°31'14.524""S, 130°34'52.115""E",-0.5207011111,130.5811431,5,number of transects
Schrader_2019,Schrader_2019_data,GB10,40,Above 38,,0.01,Schrader_2019,,,,Plants,True island,True island,,"0°31'0.326""S, 130°34'19.367""E","0°31'0.326""S, 130°34'19.367""E",-0.5167572222,130.5720464,1,number of transects
Schrader_2019,Schrader_2019_data,GB11,40,Above 38,,0.08,Schrader_2019,,,,Plants,True island,True island,,"0°31'0.318""S, 130°34'14.995""E","0°31'0.318""S, 130°34'14.995""E",-0.516755,130.5708319,3,number of transects
Schrader_2019,Schrader_2019_data,GB12,40,Above 38,,0.16,Schrader_2019,,,,Plants,True island,True island,,"0°30'41.63""S, 130°33'47.023""E","0°30'41.63""S, 130°33'47.023""E",-0.5115638889,130.5630619,4,number of transects
Schrader_2019,Schrader_2019_data,GB13,40,Above 38,,0.06,Schrader_2019,,,,Plants,True island,True island,,"0°30'46.509""S, 130°33'39.392""E","0°30'46.509""S, 130°33'39.392""E",-0.5129191667,130.5609422,2,number of transects
Schrader_2019,Schrader_2019_data,GB14,40,Above 38,,0.05,Schrader_2019,,,,Plants,True island,True island,,"0°31'0.992""S, 130°35'16.783""E","0°31'0.992""S, 130°35'16.783""E",-0.5169422222,130.5879953,2,number of transects
Schrader_2019,Schrader_2019_data,GB15,40,Above 38,,0.04,Schrader_2019,,,,Plants,True island,True island,,"0°31'1.654""S, 130°35'18.591""E","0°31'1.654""S, 130°35'18.591""E",-0.5171261111,130.5884975,1,number of transects
Schrader_2019,Schrader_2019_data,GB16,40,Above 38,,0.01,Schrader_2019,,,,Plants,True island,True island,,"0°30'45.256""S, 130°35'38.096""E","0°30'45.256""S, 130°35'38.096""E",-0.5125711111,130.5939156,1,number of transects
Schrader_2019,Schrader_2019_data,GB17,40,Above 38,,0.00,Schrader_2019,,,,Plants,True island,True island,,"0°30'33.986""S, 130°35'37.496""E","0°30'33.986""S, 130°35'37.496""E",-0.5094405556,130.5937489,1,number of transects
Schrader_2019,Schrader_2019_data,GB18,40,Above 38,,0.04,Schrader_2019,,,,Plants,True island,True island,,"0°30'22.88""S, 130°35'35.864""E","0°30'22.88""S, 130°35'35.864""E",-0.5063555556,130.5932956,1,number of transects
Schrader_2019,Schrader_2019_data,GB19,40,Above 38,,0.00,Schrader_2019,,,,Plants,True island,True island,,"0°30'20.568""S, 130°35'38.468""E","0°30'20.568""S, 130°35'38.468""E",-0.5057133333,130.5940189,1,number of transects
Schrader_2019,Schrader_2019_data,GB2,40,Above 38,,0.00,Schrader_2019,,,,Plants,True island,True island,,"0°31'2.808""S, 130°34'30.544""E","0°31'2.808""S, 130°34'30.544""E",-0.5174466667,130.5751511,1,number of transects
Schrader_2019,Schrader_2019_data,GB20,40,Above 38,,0.09,Schrader_2019,,,,Plants,True island,True island,,"0°30'55.705""S, 130°35'14.153""E","0°30'55.705""S, 130°35'14.153""E",-0.5154736111,130.5872647,3,number of transects
Schrader_2019,Schrader_2019_data,GB21,40,Above 38,,0.00,Schrader_2019,,,,Plants,True island,True island,,"0°31'2.992""S, 130°34'28.442""E","0°31'2.992""S, 130°34'28.442""E",-0.5174977778,130.5745672,1,number of transects
Schrader_2019,Schrader_2019_data,GB22,40,Above 38,,0.16,Schrader_2019,,,,Plants,True island,True island,,"0°31'17.771""S, 130°34'51.27""E","0°31'17.771""S, 130°34'51.27""E",-0.5216030556,130.5809083,4,number of transects
Schrader_2019,Schrader_2019_data,GB23,40,Above 38,,0.14,Schrader_2019,,,,Plants,True island,True island,,"0°31'11.114""S, 130°34'59.55""E","0°31'11.114""S, 130°34'59.55""E",-0.5197538889,130.5832083,4,number of transects
Schrader_2019,Schrader_2019_data,GB24,40,Above 38,,0.19,Schrader_2019,,,,Plants,True island,True island,,"0°31'2.038""S, 130°35'4.149""E","0°31'2.038""S, 130°35'4.149""E",-0.5172327778,130.5844858,4,number of transects
Schrader_2019,Schrader_2019_data,GB25,40,Above 38,,0.01,Schrader_2019,,,,Plants,True island,True island,,"0°30'46.099""S, 130°35'15.603""E","0°30'46.099""S, 130°35'15.603""E",-0.5128052778,130.5876675,1,number of transects
Schrader_2019,Schrader_2019_data,GB26,40,Above 38,,0.39,Schrader_2019,,,,Plants,True island,True island,,"0°31'8.023""S, 130°34'59.574""E","0°31'8.023""S, 130°34'59.574""E",-0.5188952778,130.583215,5,number of transects
Schrader_2019,Schrader_2019_data,GB27,40,Above 38,,1.18,Schrader_2019,,,,Plants,True island,True island,,"0°30'56.904""S, 130°35'11.779""E","0°30'56.904""S, 130°35'11.779""E",-0.5158066667,130.5866053,6,number of transects
Schrader_2019,Schrader_2019_data,GB28,40,Above 38,,0.44,Schrader_2019,,,,Plants,True island,True island,,"0°30'58.95""S, 130°35'15.345""E","0°30'58.95""S, 130°35'15.345""E",-0.516375,130.5875958,5,number of transects
Schrader_2019,Schrader_2019_data,GB29,40,Above 38,,0.55,Schrader_2019,,,,Plants,True island,True island,,"0°30'54.676""S, 130°35'17.546""E","0°30'54.676""S, 130°35'17.546""E",-0.5151877778,130.5882072,6,number of transects
Schrader_2019,Schrader_2019_data,GB3,40,Above 38,,0.23,Schrader_2019,,,,Plants,True island,True island,,"0°31'3.816""S, 130°34'6.453""E","0°31'3.816""S, 130°34'6.453""E",-0.5177266667,130.5684592,4,number of transects
Schrader_2019,Schrader_2019_data,GB30,40,Above 38,,0.85,Schrader_2019,,,,Plants,True island,True island,,"0°31'3.813""S, 130°34'9.677""E","0°31'3.813""S, 130°34'9.677""E",-0.5177258333,130.5693547,6,number of transects
Schrader_2019,Schrader_2019_data,GB31,40,Above 38,,0.72,Schrader_2019,,,,Plants,True island,True island,,"0°30'50.919""S, 130°35'16.863""E","0°30'50.919""S, 130°35'16.863""E",-0.5141441667,130.5880175,6,number of transects
Schrader_2019,Schrader_2019_data,GB32,40,Above 38,,0.00,Schrader_2019,,,,Plants,True island,True island,,"0°30'54.819""S, 130°34'6.863""E","0°30'54.819""S, 130°34'6.863""E",-0.5152275,130.5685731,1,number of transects
Schrader_2019,Schrader_2019_data,GB33,40,Above 38,,0.00,Schrader_2019,,,,Plants,True island,True island,,"0°30'55.563""S, 130°34'6.66""E","0°30'55.563""S, 130°34'6.66""E",-0.5154341667,130.5685167,1,number of transects
