ISL_ID,study_ID,Study,island_code,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,DEM_elevation_max,DEM_elevation_min,DEM_latitude,DEM_longitude,Taxa,Type_of_island,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,coordinate checking,sampling_effort,sampling_effort_unit,,
409,Rangasamy_2014,Rangasamy_lizards_2014_data,Kalighat,,,,,,,733,1,13.11333333,93.11388889,reptiles and amphibians,not an island,,"13°6'48""N, 92°59'470""E",,13.11333333,93.11388889,FALSE,NA,random search,,
410,Rangasamy_2014,Rangasamy_lizards_2014_data,Kalpong,,,,,,,61,1,13.66888889,93.20638889,reptiles and amphibians,not an island,,"13°38'128""N, 93°2'623""E",,13.66888889,93.20638889,FALSE,NA,random search,,
411,Rangasamy_2014,Rangasamy_lizards_2014_data,Karmatang,,,,,,,36,1,12.91722222,92.945,reptiles and amphibians,not an island,,"12°51'242""N, 92'56""42""E",,12.91722222,92.945,FALSE,NA,random search,,
412,Rangasamy_2014,Rangasamy_lizards_2014_data,Kishore nagar,,,,,,,61,1,13.66805556,93.10777778,reptiles and amphibians,not an island,,"13°25'905""N, 93°6'28""E",,13.66805556,93.10777778,FALSE,NA,random search,,
413,Rangasamy_2014,Rangasamy_lizards_2014_data,Kondul island,Kondul Island,155,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,130,Davidar_personnal_communication,maximum elevation,150,1,7.214,93.715,reptiles and amphibians,real island,,"7.214N, 93.715E",,7.214,93.715,TRUE,NA,random search,,
414,Rangasamy_2014,Rangasamy_lizards_2014_data,Landfall Island,Landfall,1300,Davidar_2001,40,Davidar_personnal_communication,maximum elevation,52,1,13.66,93.003,reptiles and amphibians,real island,,"13.66N, 93.003E",,13.66,93.003,TRUE,NA,random search,,
415,Rangasamy_2014,Rangasamy_lizards_2014_data,Laxmi Nagar,,,,,,,634,1,6.9875,93.93277778,reptiles and amphibians,not an island,,"6°53'375""N, 93°53'178""E",,6.9875,93.93277778,FALSE,NA,random search,,
416,Rangasamy_2014,Rangasamy_lizards_2014_data,Little Andaman,Little Andaman,73439,Surendran_Vasudevan_2015,175,Davidar_personnal_communication,maximum elevation,177,1,10.695,92.489,reptiles and amphibians,real island,,"10.695N, 92.489E",,10.695,92.489,TRUE,NA,random search,,
417,Rangasamy_2014,Rangasamy_lizards_2014_data,Magar Nallah,,,,,,,634,1,7.123611111,94.12722222,reptiles and amphibians,not an island,,"6°59'505""N, 93°54'818""E",,7.123611111,94.12722222,FALSE,NA,random search,,
418,Rangasamy_2014,Rangasamy_lizards_2014_data,Mayabunder,,,,,,,733,1,13.06555556,92.84944444,reptiles and amphibians,not an island,,"12°57'416""N, 92°50'58""E",,13.06555556,92.84944444,FALSE,NA,random search,,
419,Rangasamy_2014,Rangasamy_lizards_2014_data,Mohanpur,,,,,,,733,1,13.06555556,92.84944444,reptiles and amphibians,not an island,,"12°57'416""N, 92°50'58""E",,13.06555556,92.84944444,FALSE,NA,random search,,
420,Rangasamy_2014,Rangasamy_lizards_2014_data,Mount Harriert,,,,,,,1250,1,11.71614722,99.74386111,reptiles and amphibians,not an island,,"11°42'58.13""N, 99°44'37.9'E",,11.71614722,99.74386111,FALSE,NA,random search,,
421,Rangasamy_2014,Rangasamy_lizards_2014_data,Neil,Neil,1890,Surendran_Vasudevan_2015,35,Davidar_personnal_communication,maximum elevation,39,1,12.277,93.026,reptiles and amphibians,real island,,"12.277N, 93.026E",,12.277,93.026,FALSE,NA,random search,,
422,Rangasamy_2014,Rangasamy_lizards_2014_data,North Bay ,"south andaman (facing port blair, other side of the bay)",,,,,,469,1,11.70718889,92.75051667,reptiles and amphibians,not an island,,"11°42'25.88""N, 92°45'01.86""E",,11.70718889,92.75051667,FALSE,NA,random search,,
423,Rangasamy_2014,Rangasamy_lizards_2014_data,Outram,Outram,1390,wikipedia,70,Davidar_personnal_communication,maximum elevation,35,1,13.089,92.703,reptiles and amphibians,real island,,"13.089N, 92.703E",,13.089,92.703,TRUE,NA,random search,,
424,Rangasamy_2014,Rangasamy_lizards_2014_data,Peacock Island,Peacock,25,Davidar_2001,48,Davidar_personnal_communication,maximum elevation,52,1,13.563,93.054,reptiles and amphibians,real island,,"13.563N, 93.054E",,13.563,93.054,TRUE,NA,random search,,
425,Rangasamy_2014,Rangasamy_lizards_2014_data,Pongibalu,south andaman (manjeri village),,,,,,469,1,11.76555556,92.70722222,reptiles and amphibians,not an island,,"11°30'956""N, 92°39'206E",,11.76555556,92.70722222,FALSE,NA,random search,,
426,Rangasamy_2014,Rangasamy_lizards_2014_data,Port Blair,south andaman,,,,Davidar_personnal_communication,maximum elevation,469,1,11.816,92.635,reptiles and amphibians,not an island,,"11.816N, 92.635E",,11.816,92.635,TRUE,NA,random search,,
427,Rangasamy_2014,Rangasamy_lizards_2014_data,Radha nagar,,,,,,,733,1,13.54972222,92.98,reptiles and amphibians,not an island,,"13°24'539""N, 92°53'348""E",,13.54972222,92.98,FALSE,NA,random search,,
428,Rangasamy_2014,Rangasamy_lizards_2014_data,Rajiv Nagar,,,,,,,634,1,7.256944444,94.17111111,reptiles and amphibians,not an island,,"7°0'925""N, 93°55'916""E",,7.256944444,94.17111111,FALSE,NA,random search,,
429,Rangasamy_2014,Rangasamy_lizards_2014_data,Ranghat,,,,,,,501,1,12.506425,92.91388889,reptiles and amphibians,not an island,,"12°30'23.13""N, 92°54'50""E",,12.506425,92.91388889,FALSE,NA,random search,,
430,Rangasamy_2014,Rangasamy_lizards_2014_data,Ross Island,Ross (NA),28,Davidar_2001,45,Davidar_personnal_communication,maximum elevation,38,1,13.507,92.871,reptiles and amphibians,real island,,"13.507N, 92.871E",,13.507,92.871,FALSE,NA,random search,,
431,Rangasamy_2014,Rangasamy_lizards_2014_data,Rutland island,Rutland,13717,Surendran_Vasudevan_2015,433,Davidar_personnal_communication,maximum elevation,442,1,11.421,92.642,reptiles and amphibians,real island,,"11.421N, 92.642E",,11.421,92.642,FALSE,NA,random search,,
432,Rangasamy_2014,Rangasamy_lizards_2014_data,Shastri Nagar,,,,,,,634,1,7.000833333,93.96583333,reptiles and amphibians,not an island,,"6°47'783""N, 93°53'297""E",,7.000833333,93.96583333,FALSE,NA,random search,,
433,Rangasamy_2014,Rangasamy_lizards_2014_data,Shibpur,,,,,,,733,1,13.35527778,92.30305556,reptiles and amphibians,not an island,,"13°14'439""N, 92°2'971""E",,13.35527778,92.30305556,FALSE,NA,random search,,
434,Rangasamy_2014,Rangasamy_lizards_2014_data,Shompen Hut,,,,,,,634,1,7.226944444,93.96805556,reptiles and amphibians,not an island,,"6°57'997""N, 93°49'545""E",,7.226944444,93.96805556,FALSE,NA,random search,,
435,Rangasamy_2014,Rangasamy_lizards_2014_data,Smith Island,Smith Island,2045,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,131,Davidar_personnal_communication,maximum elevation,442,1,11.421,92.642,reptiles and amphibians,real island,,"11.421N, 92.642E",,11.421,92.642,FALSE,NA,random search,,
436,Rangasamy_2014,Rangasamy_lizards_2014_data,South button,South button,500,Google Earth,,Davidar_personnal_communication,maximum elevation,469,1,11.816,92.635,reptiles and amphibians,real island,,"11.816N, 92.635E",,11.816,92.635,TRUE,NA,random search,,
437,Rangasamy_2014,Rangasamy_lizards_2014_data,Tugapur,,,,,,,32,1,13.02166667,92.94944444,reptiles and amphibians,not an island,,"12°50'678""N, 92°51'358""E",,13.02166667,92.94944444,FALSE,NA,random search,,
438,Rangasamy_2014,Rangasamy_frogs_2014_data,Afra Bay,,,,,,,634,1,7.214166667,93.81805556,reptiles and amphibians,not an island,,"7°11'111""N, 93°44'305""E",,7.214166667,93.81805556,FALSE,NA,random search,,
439,Rangasamy_2014,Rangasamy_frogs_2014_data,Danapur,,,,,,,733,1,13.07222222,92.98083333,reptiles and amphibians,not an island,,"12°54'620""N, 92°54'291""E",,13.07222222,92.98083333,FALSE,NA,random search,,
440,Rangasamy_2014,Rangasamy_frogs_2014_data,Diglipur,,,,,,,733,1,13.31083333,93.16916667,reptiles and amphibians,not an island,,"13°15'219""N, 93°2'489""E",,13.31083333,93.16916667,FALSE,NA,random search,,
441,Rangasamy_2014,Rangasamy_frogs_2014_data,East West Road,,,,,,,634,1,7.2125,93.98027778,reptiles and amphibians,not an island,,"6°57'945""N, 93°55'229""E",,7.2125,93.98027778,FALSE,NA,random search,,
442,Rangasamy_2014,Rangasamy_frogs_2014_data,Galathea Bay,,,,,,,634,1,6.8825,94.09472222,reptiles and amphibians,not an island,,"6°49'237""N, 93°51'881""E",,6.8825,94.09472222,FALSE,NA,random search,,
443,Rangasamy_2014,Rangasamy_frogs_2014_data,Gandhi Nagar,,,,,,,634,1,6.893055556,93.98916667,reptiles and amphibians,not an island,,"6°50'215""N, 93°53'381""E",,6.893055556,93.98916667,FALSE,NA,random search,,
444,Rangasamy_2014,Rangasamy_frogs_2014_data,Govind Nagar,,,,,,,634,1,7.245833333,93.93111111,reptiles and amphibians,not an island,,"6°59'945""N, 93°54'112""E",,7.245833333,93.93111111,FALSE,NA,random search,,
445,Rangasamy_2014,Rangasamy_frogs_2014_data,Havelock,Havelock,11393,Surendran_Vasudevan_2015,160,Davidar_personnal_communication,maximum elevation,202,1,11.976,92.993,reptiles and amphibians,real island,,"11.976N, 92.993E",,11.976,92.993,FALSE,NA,random search,,
446,Rangasamy_2014,Rangasamy_frogs_2014_data,Iawful Greek,,,,,,,634,1,7.176388889,93.93472222,reptiles and amphibians,not an island,,"7°10'35""N, 93°52'245""E",,7.176388889,93.93472222,FALSE,NA,random search,,
447,Rangasamy_2014,Rangasamy_frogs_2014_data,Inglis,Inglis,140,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,35,1,12.139,93.116,reptiles and amphibians,real island,,"12.139N, 93.116E",,12.139,93.116,FALSE,NA,random search,,
448,Rangasamy_2014,Rangasamy_frogs_2014_data,Johinder Nagar,,,,,,,634,1,7.2125,93.98027778,reptiles and amphibians,not an island,,"6°57'945""N, 93°55'229""E",,7.2125,93.98027778,FALSE,NA,random search,,
449,Rangasamy_2014,Rangasamy_frogs_2014_data,John Lawrence,John Lawrence,3500,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,139,1,12.088,93.025,reptiles and amphibians,real island,,"12.088N, 93.025E",,12.088,93.025,FALSE,NA,random search,,
450,Rangasamy_2014,Rangasamy_frogs_2014_data,Kalighat,,,,,,,733,1,13.11333333,93.11388889,reptiles and amphibians,not an island,,"13°6'48""N, 92°59'470""E",,13.11333333,93.11388889,FALSE,NA,random search,,
451,Rangasamy_2014,Rangasamy_frogs_2014_data,Kalpong,,,,,,,61,1,13.66888889,93.20638889,reptiles and amphibians,not an island,,"13°38'128""N, 93°2'623""E",,13.66888889,93.20638889,FALSE,NA,random search,,
452,Rangasamy_2014,Rangasamy_frogs_2014_data,Karmatang,,,,,,,36,1,12.91722222,92.945,reptiles and amphibians,not an island,,"12°51'242""N, 92'56""42""E",,12.91722222,92.945,FALSE,NA,random search,,
453,Rangasamy_2014,Rangasamy_frogs_2014_data,Kishore nagar,,,,,,,61,1,13.66805556,93.10777778,reptiles and amphibians,not an island,,"13°25'905""N, 93°6'28""E",,13.66805556,93.10777778,FALSE,NA,random search,,
454,Rangasamy_2014,Rangasamy_frogs_2014_data,Kondul island,Kondul Island,155,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,130,Davidar_personnal_communication,maximum elevation,150,1,7.214,93.715,reptiles and amphibians,real island,,"7.214N, 93.715E",,7.214,93.715,TRUE,NA,random search,,
455,Rangasamy_2014,Rangasamy_frogs_2014_data,Landfall Island,Landfall,1300,Davidar_2001,40,Davidar_personnal_communication,maximum elevation,52,1,13.66,93.003,reptiles and amphibians,real island,,"13.66N, 93.003E",,13.66,93.003,TRUE,NA,random search,,
456,Rangasamy_2014,Rangasamy_frogs_2014_data,Laxmi Nagar,,,,,,,634,1,6.9875,93.93277778,reptiles and amphibians,not an island,,"6°53'375""N, 93°53'178""E",,6.9875,93.93277778,FALSE,NA,random search,,
457,Rangasamy_2014,Rangasamy_frogs_2014_data,Little Andaman,Little Andaman,73439,Surendran_Vasudevan_2015,175,Davidar_personnal_communication,maximum elevation,177,1,10.695,92.489,reptiles and amphibians,real island,,"10.695N, 92.489E",,10.695,92.489,TRUE,NA,random search,,
458,Rangasamy_2014,Rangasamy_frogs_2014_data,Magar Nallah,,,,,,,634,1,7.123611111,94.12722222,reptiles and amphibians,not an island,,"6°59'505""N, 93°54'818""E",,7.123611111,94.12722222,FALSE,NA,random search,,
459,Rangasamy_2014,Rangasamy_frogs_2014_data,Mayabunder,,,,,,,733,1,13.06555556,92.84944444,reptiles and amphibians,not an island,,"12°57'416""N, 92°50'58""E",,13.06555556,92.84944444,FALSE,NA,random search,,
460,Rangasamy_2014,Rangasamy_frogs_2014_data,Mohanpur,,,,,,,733,1,13.06555556,92.84944444,reptiles and amphibians,not an island,,"12°57'416""N, 92°50'58""E",,13.06555556,92.84944444,FALSE,NA,random search,,
461,Rangasamy_2014,Rangasamy_frogs_2014_data,Mount Harriert,,,,,,,1250,1,11.71614722,99.74386111,reptiles and amphibians,not an island,,"11°42'58.13""N, 99°44'37.9'E",,11.71614722,99.74386111,FALSE,NA,random search,,
462,Rangasamy_2014,Rangasamy_frogs_2014_data,Neil,Neil,1890,Surendran_Vasudevan_2015,35,Davidar_personnal_communication,maximum elevation,39,1,12.277,93.026,reptiles and amphibians,real island,,"12.277N, 93.026E",,12.277,93.026,FALSE,NA,random search,,
463,Rangasamy_2014,Rangasamy_frogs_2014_data,North Bay ,,,,,,,469,1,11.70718889,92.75051667,reptiles and amphibians,not an island,,"11°42'25.88""N, 92°45'01.86""E",,11.70718889,92.75051667,FALSE,NA,random search,,
464,Rangasamy_2014,Rangasamy_frogs_2014_data,Outram,Outram,1390,wikipedia,70,Davidar_personnal_communication,maximum elevation,35,1,13.089,92.703,reptiles and amphibians,real island,,"13.089N, 92.703E",,13.089,92.703,TRUE,NA,random search,,
465,Rangasamy_2014,Rangasamy_frogs_2014_data,Peacock Island,Peacock,25,Davidar_2001,48,Davidar_personnal_communication,maximum elevation,52,1,13.563,93.054,reptiles and amphibians,real island,,"13.563N, 93.054E",,13.563,93.054,TRUE,NA,random search,,
466,Rangasamy_2014,Rangasamy_frogs_2014_data,Pongibalu,,,,,,,469,1,11.76555556,92.70722222,reptiles and amphibians,not an island,,"11°30'956""N, 92°39'206E",,11.76555556,92.70722222,FALSE,NA,random search,,
467,Rangasamy_2014,Rangasamy_frogs_2014_data,Port Blair,south andaman?,,,,Davidar_personnal_communication,maximum elevation,469,1,11.816,92.635,reptiles and amphibians,not an island,,"11.816N, 92.635E",,11.816,92.635,TRUE,NA,random search,,
468,Rangasamy_2014,Rangasamy_frogs_2014_data,Radha nagar,,,,,,,733,1,13.54972222,92.98,reptiles and amphibians,not an island,,"13°24'539""N, 92°53'348""E",,13.54972222,92.98,FALSE,NA,random search,,
469,Rangasamy_2014,Rangasamy_frogs_2014_data,Rajiv Nagar,,,,,,,634,1,7.256944444,94.17111111,reptiles and amphibians,not an island,,"7°0'925""N, 93°55'916""E",,7.256944444,94.17111111,FALSE,NA,random search,,
470,Rangasamy_2014,Rangasamy_frogs_2014_data,Ranghat,,,,,,,501,1,12.506425,92.91388889,reptiles and amphibians,not an island,,"12°30'23.13""N, 92°54'50""E",,12.506425,92.91388889,FALSE,NA,random search,,
471,Rangasamy_2014,Rangasamy_frogs_2014_data,Ross Island,Ross (NA),28,Davidar_2001,45,Davidar_personnal_communication,maximum elevation,38,1,13.507,92.871,reptiles and amphibians,real island,,"13.507N, 92.871E",,13.507,92.871,FALSE,NA,random search,,
472,Rangasamy_2014,Rangasamy_frogs_2014_data,Rutland island,Rutland,13717,Surendran_Vasudevan_2015,433,Davidar_personnal_communication,maximum elevation,442,1,11.421,92.642,reptiles and amphibians,real island,,"11.421N, 92.642E",,11.421,92.642,FALSE,NA,random search,,
473,Rangasamy_2014,Rangasamy_frogs_2014_data,Shastri Nagar,,,,,,,634,1,7.000833333,93.96583333,reptiles and amphibians,not an island,,"6°47'783""N, 93°53'297""E",,7.000833333,93.96583333,FALSE,NA,random search,,
474,Rangasamy_2014,Rangasamy_frogs_2014_data,Shibpur,,,,,,,733,1,13.35527778,92.30305556,reptiles and amphibians,not an island,,"13°14'439""N, 92°2'971""E",,13.35527778,92.30305556,FALSE,NA,random search,,
475,Rangasamy_2014,Rangasamy_frogs_2014_data,Shompen Hut,,,,,,,634,1,7.226944444,93.96805556,reptiles and amphibians,not an island,,"6°57'997""N, 93°49'545""E",,7.226944444,93.96805556,FALSE,NA,random search,,
476,Rangasamy_2014,Rangasamy_frogs_2014_data,Smith Island,Smith Island,2045,Source Wikipedia - http://andssw1.and.nic.in/ecostat/basicstatPDF2013_14/1.Demogrpahy.pdf,131,Davidar_personnal_communication,maximum elevation,442,1,11.421,92.642,reptiles and amphibians,real island,,"11.421N, 92.642E",,11.421,92.642,FALSE,NA,random search,,
477,Rangasamy_2014,Rangasamy_frogs_2014_data,South button,South button,2,Google Earth,,Davidar_personnal_communication,maximum elevation,469,1,11.816,92.635,reptiles and amphibians,real island,,"11.816N, 92.635E",,11.816,92.635,TRUE,NA,random search,,
478,Rangasamy_2014,Rangasamy_frogs_2014_data,Tugapur,,,,,,,32,1,13.02166667,92.94944444,reptiles and amphibians,not an island,,"12°50'678""N, 92°51'358""E",,13.02166667,92.94944444,FALSE,NA,random search,,
479,Rocamora_2003,Rocamora_2003_data,Goelettes,,2.79,,0,,,8,3,-9.699444444,47.64444444,Birds,real island,,"09°41'58""S 47°38'40""E",09°41′58″S 47°38′40″E,-9.699444444,47.64444444,FALSE,NA,proportional to its area,,
480,Rocamora_2003,Rocamora_2003_data,Grand Ile,,160.00,,17,,,15,1,-9.75,47.65,Birds,real island,,"09°45'00""S 47°39'00""E",09°45′00″S 47°39′00″E,-9.75,47.65,FALSE,3,days,,
481,Rocamora_2003,Rocamora_2003_data,Grand Polyte,,27.70,,1.64,,,9,3,-9.720555556,47.65722222,Birds,real island,,"09°43'14""S 47°39'26""E",09°43′14″S 47°39′26″E,-9.720555556,47.65722222,FALSE,NA,proportional to its area,,
482,Rocamora_2003,Rocamora_2003_data,Ile aux Chauve-Souris,,0.12,,0,,,18,1,-9.715277778,47.52083333,Birds,real island,,"09°42'55""S 47°31'15""E",09°42′55″S 47°31′15″E,-9.715277778,47.52083333,FALSE,NA,proportional to its area,,
483,Rocamora_2003,Rocamora_2003_data,Ile aux Macaques,,0.55,,0,,,18,1,-9.704722222,47.53083333,Birds,real island,,"09°42'17""S 47°31'51""E",09°42′17″S 47°31′51″E,-9.704722222,47.53083333,FALSE,NA,proportional to its area,,
484,Rocamora_2003,Rocamora_2003_data,Ile aux Moustiques,,1.90,,0,,,8,3,-9.7325,47.50972222,Birds,real island,,"09°43'57""S 47°30'35""E",09°43′57″S 47°30′35″E,-9.7325,47.50972222,FALSE,NA,proportional to its area,,
485,Rocamora_2003,Rocamora_2003_data,Ile aux Rats,,0.11,,0,,,18,1,-9.705277778,47.52805556,Birds,real island,,"09°42'19""S 47°31'41""E",09°42′19″S 47°31′41″E,-9.705277778,47.52805556,FALSE,NA,proportional to its area,,
486,Rocamora_2003,Rocamora_2003_data,Ile Baleine,,1.05,,0,,,18,1,-9.724444444,47.51111111,Birds,real island,,"09°43'28""S 47°30'40""E",09°43′28″S 47°30′40″E,-9.724444444,47.51111111,FALSE,NA,proportional to its area,,
487,Rocamora_2003,Rocamora_2003_data,Ile du Nord,,12.10,,8,,,10,2,-9.660833333,47.57222222,Birds,real island,,"09°39'39""S 47°34'20""E",09°39′39″S 47°34′20″E,-9.660833333,47.57222222,FALSE,3,hours,,
488,Rocamora_2003,Rocamora_2003_data,Ile du Nord-Est,,6.30,,0,,,8,3,-9.663333333,47.58611111,Birds,real island,,"09°39'48""S 47°35'10""E",09°39′48″S 47°35′10″E,-9.663333333,47.58611111,FALSE,3,hours,,
489,Rocamora_2003,Rocamora_2003_data,Ile du Sud-Ouest,,42.30,,6,,,8,2,-9.770277778,47.58277778,Birds,real island,,"09°46'13""S 47°34'58""E",09°46′13″S 47°34′58″E,-9.770277778,47.58277778,FALSE,3,days,,
490,Rocamora_2003,Rocamora_2003_data,Ile du Trou,,0.32,,0,,,8,3,-9.688611111,47.62916667,Birds,real island,,"09°41'19""S 47°37'45""E",09°41′19″S 47°37′45″E,-9.688611111,47.62916667,FALSE,NA,proportional to its area,,
491,Rocamora_2003,Rocamora_2003_data,Ile Lacroix,,0.22,,0,,,18,1,-9.704722222,47.52833333,Birds,real island,,"09°42'17""S 47°31'42""E",09°42′17″S 47°31′42″E,-9.704722222,47.52833333,FALSE,NA,proportional to its area,,
492,Rocamora_2003,Rocamora_2003_data,Ile L'Anse,,55.00,,0,,,9,4,-9.702789,47.537232,Birds,real island,,"9.702789, 47.537232","9.702789, 47.537232",9.702789,47.537232,FALSE,NA,proportional to its area,,
493,Rocamora_2003,Rocamora_2003_data,Ile Obsesrvation,,0.46,,0,,,9,4,-9.703888889,47.53583333,Birds,real island,,"09°42'14""S 47°32'09""E",09°42′14″S 47°32′09″E,-9.703888889,47.53583333,FALSE,NA,proportional to its area,,
494,Rocamora_2003,Rocamora_2003_data,Ile Sud-Est,,42.30,,6,,,8,2,-9.770277778,47.58277778,Birds,real island,,"09°46'13""S 47°34'58""E",09°46′13″S 47°34′58″E,-9.770277778,47.58277778,FALSE,NA,proportional to its area,,
495,Rocamora_2003,Rocamora_2003_data,Menai,,246.80,,12.2,,,18,1,-9.716666667,47.51666667,Birds,real island,,09°43'S 47°31'E,09°43′S 47°31′E,-9.716666667,47.51666667,FALSE,3,hours,,
496,Rocamora_2003,Rocamora_2003_data,Pagode,,5.00,,6.1,,,6,3,-9.763333333,47.60666667,Birds,real island,,"09°45'48""S 47°36'24""E",09°45′48″S 47°36′24″E,-9.763333333,47.60666667,FALSE,NA,proportional to its area,,
497,Rocamora_2003,Rocamora_2003_data,Petit Astove,,0.22,,0,,,9,4,-9.696388889,47.55,Birds,real island,,"09°41'47""S 47°33'00""E",09°41′47″S 47°33′00″E,-9.696388889,47.55,FALSE,NA,proportional to its area,,
498,Rocamora_2003,Rocamora_2003_data,Petit Polyte,,1.68,,0,,,5,3,-9.729444444,47.65666667,Birds,real island,,"09°43'46""S 47°39'24""E",09°43′46″S 47°39′24″E,-9.729444444,47.65666667,FALSE,NA,proportional to its area,,
499,Rocamora_2003,Rocamora_2003_data,Un-named Island,,0.22,,0,,,10,2,-9.666666667,47.565,Birds,real island,,"09°40'00""S 47°33'54""E",09°40′00″S 47°33′54″E,-9.666666667,47.565,FALSE,NA,proportional to its area,,
500,Schilthuizen_2013,Schilthuizen_2013_data,Banggi,Banggi,44600.00,Schilthuizen_2013,529,Schilthuizen_2013,maximum elevation,526,1,7.255333333,117.1706944,snails,real island,,"7°15’19.2""N, 117°10’14.5""E","7°15’19.2""N, 117°10’14.5""E",7.255333333,117.1706944,FALSE,NA,unstandardized,,
501,Schilthuizen_2013,Schilthuizen_2013_data,BD,Bohey Dulang,313.00,Schilthuizen_2013,347,Schilthuizen_2013,maximum elevation,344,1,4.597194444,118.7865278,snails,real island,,"4°35’49.9""N, 118°47’11.5""E","4°35’49.9""N, 118°47’11.5""E",4.597194444,118.7865278,FALSE,9,total number of quadrats,,
502,Schilthuizen_2013,Schilthuizen_2013_data,BGY,Bodgaya,795.00,Schilthuizen_2013,455,Schilthuizen_2013,maximum elevation,430,1,4.613111111,118.7356667,snails,real island,,"4°36’47.2""N, 118°44’08.4""E","4°36’47.2""N, 118°44’08.4""E",4.613111111,118.7356667,FALSE,21,total number of quadrats,,
503,Schilthuizen_2013,Schilthuizen_2013_data,BP,Balambangan,11000.00,Schilthuizen_2013,134,Schilthuizen_2013,maximum elevation,132,1,7.216666667,116.8791667,snails,real island,,"7°13’00.0""N, 116°52’45.0""E","7°13’00.0""N, 116°52’45.0""E",7.216666667,116.8791667,FALSE,NA,total number of quadrats,,
504,Schilthuizen_2013,Schilthuizen_2013_data,GP,Borneo Gomantong,7400000.00,Schilthuizen_2013,4100,Schilthuizen_2013,maximum elevation,4059,1,5.525,118.0708333,,real island,,"5°31’30.0""N, 118°04’15.0""E","5°31’30.0""N, 118°04’15.0""E",5.525,118.0708333,FALSE,NA,total number of quadrats,,
505,Schilthuizen_2013,Schilthuizen_2013_data,LP,Lungisan,4.00,Schilthuizen_2013,39,Schilthuizen_2013,maximum elevation,74,1,6.713888889,116.336,snails,real island,,"6°42’50.0""N, 116°20’09.6""E","6°42’50.0""N, 116°20’09.6""E",6.713888889,116.336,FALSE,NA,total number of quadrats,,
506,Schilthuizen_2013,Schilthuizen_2013_data,MBP,Mantanani Besar,1760.00,Schilthuizen_2013,59,Schilthuizen_2013,maximum elevation,74,1,6.717361111,116.3410556,snails,real island,,"6°43’02.5""N, 116°20’27.8""E","6°43’02.5""N, 116°20’27.8""E",6.717361111,116.3410556,FALSE,NA,total number of quadrats,,
507,Schilthuizen_2013,Schilthuizen_2013_data,MG,Maiga,20.00,Schilthuizen_2013,10,Schilthuizen_2013,maximum elevation,17,1,4.602388889,118.6873333,snails,real island,,"4°36’08.6""N, 118°41’14.4""E","4°36’08.6""N, 118°41’14.4""E",4.602388889,118.6873333,FALSE,2,total number of quadrats,,
508,Schilthuizen_2013,Schilthuizen_2013_data,MKP,Mantanani Kecil,300.00,Schilthuizen_2013,27,Schilthuizen_2013,maximum elevation,74,1,6.717361111,116.3410556,snails,real island,,"6°43’02.5""N, 116°20’27.8""E","6°43’02.5""N, 116°20’27.8""E",6.717361111,116.3410556,FALSE,NA,total number of quadrats,,
509,Schilthuizen_2013,Schilthuizen_2013_data,MTB,Mantabuan,10.00,Schilthuizen_2013,10,Schilthuizen_2013,maximum elevation,10,3,4.633722222,118.7926944,snails,real island,,"4°38’01.4""N, 118°47’33.7""E","4°38’01.4""N, 118°47’33.7""E",4.633722222,118.7926944,FALSE,2,total number of quadrats,,
510,Schilthuizen_2013,Schilthuizen_2013_data,SBKT,Sebangkat,51.00,Schilthuizen_2013,30,Schilthuizen_2013,maximum elevation,19,1,4.557638889,118.6629167,snails,real island,,"4°33’27.5""N, 118°39’46.5""E","4°33’27.5""N, 118°39’46.5""E",4.557638889,118.6629167,FALSE,3,total number of quadrats,,
511,Schilthuizen_2013,Schilthuizen_2013_data,SIB,Sibuan,15.00,Schilthuizen_2013,15,Schilthuizen_2013,maximum elevation,19,4,4.650527778,118.658,snails,real island,,"4°39’01.9""N, 118°39’28.8""E","4°39’01.9""N, 118°39’28.8""E",4.650527778,118.658,FALSE,2,total number of quadrats,,
512,Schilthuizen_2013,Schilthuizen_2013_data,SLK,Selakan,32.00,Schilthuizen_2013,45,Schilthuizen_2013,maximum elevation,54,1,4.574,118.6962222,snails,real island,,"4°34’26.4""N, 118°41’46.4""E","4°34’26.4""N, 118°41’46.4""E",4.574,118.6962222,FALSE,1,total number of quadrats,,
513,Schilthuizen_2013,Schilthuizen_2013_data,TTG,Tetagan,30.00,Schilthuizen_2013,80,Schilthuizen_2013,maximum elevation,90,1,4.597833333,118.7206111,snails,real island,,"4°35’52.2""N, 118°43’14.2""E","4°35’52.2""N, 118°43’14.2""E",4.597833333,118.7206111,FALSE,3,total number of quadrats,,
514,Schrader_2019,Schrader_2019_data,GB1,,0.48,Schrader_2019,,,,818,1,-0.520701111,130.5811431,plants,real island,,"0°31'14.524""S, 130°34'52.115""E","0°31'14.524""S, 130°34'52.115""E",-0.520701111,130.5811431,FALSE,5,number of transects,,
